,mean
1415,0.4929784250777343
1416,0.4925656179920455
1417,0.45995557097705575
1418,0.459598406293861
1419,0.5070898908299443
1420,0.3086905733714649
1421,0.3135913967000328
1422,0.4215107973277445
1423,0.4660705195566552
1424,0.5360728757564338
1425,0.4106379458923281
1426,0.4918349093327477
1427,0.48509379106388656
1428,0.3438841392162965
1429,0.5254585984114245
1430,0.5671098907391531
1431,0.4859768184231937
1432,0.4873100673677985
1433,0.5594106693327869
1437,0.615397069399199
1438,0.5818115014234931
1439,0.3482287259698675
1440,0.39782614166910996
1441,0.4646680881746971
1442,0.592979620117055
1443,0.44759186866298506
1444,0.7866332503755563
1445,0.697109871369641
1446,0.5589395320499898
1447,0.49127576442655235
1448,0.6857485482732144
1449,0.3693942704140494
1450,0.45932953291914874
1451,0.34776935447990515
1452,0.5430047250267462
1453,0.49070804800873546
1454,0.7303963242327052
1455,0.3725292376290498
1456,0.34390450004834866
1457,0.48313534345987086
1458,0.5211086012324659
1459,0.37124831862896085
1460,0.504976573237162
1461,0.7245976935635737
1462,0.678190746814219
1463,0.7877403134980095
1464,0.4567109045005835
1465,0.549296328810183
1466,0.4623497260358299
1467,0.4867516222566585
1468,0.47356694847232456
1469,0.5261617836352491
1470,0.429814199886591
1471,0.48051116081950573
1472,0.4154814827455151
1473,0.39170428495854137
1474,0.6693633518860173
1475,0.41419619283615017
1476,0.5281295492048239
1477,0.6239238677485589
1478,0.45945010843714185
1479,0.46238340587696675
1480,0.49556572886906736
1481,0.4801280851186226
1482,0.7439598225068177
1483,0.5647555149078074
1484,0.41046780734930927
1485,0.4547117720467029
1486,0.5347546029454805
1487,0.4502161589109427
1488,0.4513809360571342
1489,0.3411261260857959
1490,0.35936118195909245
1491,0.38892156464851824
1492,0.535446601943313
1493,0.49075197633542184
1494,0.8406003153021252
1495,0.47526208458440317
1496,0.568686907108614
1497,0.5485686656666026
1498,0.5243189838745949
1499,0.5122177348693228
1500,0.38113035982260934
1501,0.39965710172180247
1502,0.47008459429575894
1503,0.47893563672835227
1504,0.5865312790125976
1505,0.37561547070011464
1506,0.6471226860225329
1507,0.5142654961146801
1508,0.4465184534882131
1509,0.5130643540333424
1510,0.5531669785609108
1511,0.36484659643366185
1512,0.4885189358314595
1513,0.5160955484371926
1514,0.43815826862501145
1515,0.9803835762115145
1516,0.7793903587213549
1517,0.7134729182676817
1518,0.6017650997819848
1519,0.679724695973123
1520,0.40948499591303356
1521,0.4811604551955533
1522,0.5870913846471519
1523,0.46489215268148304
1524,0.6024484919427736
1525,0.5240285045925142
1526,0.5796946561264094
1527,0.5956823282755677
1528,0.5697403872527215
1529,0.4642119377614543
1530,0.2972751604883294
1531,0.5430948094665972
1532,0.5121886902757591
1533,0.4551523055949628
1534,0.44571717380833875
1535,0.6704146265884483
1536,0.626322986695159
1537,0.4526440460554342
1538,0.3742298030512076
1539,0.4625486882860766
1540,0.6102884052628953
1542,0.8864467549232037
1543,0.4112771964754534
1544,0.5017205310627473
1545,0.34857825456744
1546,0.4553339888744458
1547,0.6075922278850725
1548,0.41033653163243544
1549,0.5415032749416336
1550,0.3746617883308823
1551,0.5186400341130465
1552,0.5702296288270262
1553,0.379627058463814
1554,0.7361665250967477
1555,0.6331304400403409
1556,0.8996211892840205
1557,1.4705655526759736
1558,1.0349101592000876
1559,2.094873755551455
1560,0.6419608369709702
1561,0.6538196053635297
1562,0.5409857801698403
1563,0.42769323174196827
1564,0.7949810373672093
1565,0.4105921716505496
1566,0.8096339325070312
1567,0.3166728743817657
1568,0.6512224067200961
1569,0.5041315062830739
1570,1.2861230974076228
1571,0.4152231300471431
1572,0.5171505912880998
1573,0.6582010090986188
1574,0.37598219873733024
1575,0.4079376086532619
1576,0.6649325519282846
1577,0.36559878489982833
1578,0.49989001813487816
1579,0.4734010667619608
1580,0.4884447622919897
1581,0.4997637686549519
1582,0.35195732059641305
1583,0.47814831460106094
1584,0.42912021230401715
1585,0.5406505693895316
1586,0.3936662788915946
1587,0.414109698536174
1588,0.6958585155359527
1589,0.41266153409356965
1590,0.4460310254565398
1591,0.39377591981180643
1592,0.5043640750744401
1593,0.42384226184171236
1594,0.48417645239941925
1595,0.37977774822749627
1596,0.5521156338551724
1597,0.44035172505338366
1598,0.45379050132939924
1599,0.39707674233748397
1600,0.6463506796022679
1601,0.5678420434124136
1602,0.43311528606817373
1603,0.4641160133998845
1604,0.5656019835692552
1610,1.533054852898681
1611,0.5711344021475927
1612,0.48277794457093387
1613,0.2316668331623077
1618,0.23462752213603566
1622,0.2197983339428901
1624,0.49052448697546697
1625,0.2139779226533298
1629,0.4001484309506212
1632,0.3181450366973877
1634,0.2062359154224395
1635,0.2333607524633407
1637,0.22024546563625327
1639,0.2317824680358171
1641,0.2062359154224395
1643,0.3645539159124548
1644,0.2609463746731097
1645,0.3861596130313929
1646,0.39124829107440723
1649,0.42553824096015
1653,0.2195273527973576
1655,0.3337539292918811
1658,0.2358141234426787
1660,0.2325516015291214
1663,0.3111302782956244
1667,0.5472775145505157
1668,0.3901653352703826
1669,0.4532521429108753
1670,0.49605757027392944
1671,0.6798748107595429
1672,0.3725914248648735
1673,0.5820165095567572
1674,0.44061693452153045
1675,0.3593451917171478
1676,0.6424865645217225
1677,0.5924955797027656
1678,0.36267122962311205
1679,0.42556687120118564
1680,0.550851304058569
1681,0.6640117341471944
1682,0.5035846176524647
1683,0.4963200106901547
1684,0.5727478854737871
1685,0.4635224033818554
1686,0.6140836907564691
1687,0.33292428361133103
1688,0.5056094884966597
1689,0.37847486396049784
1690,0.5980267194820492
1691,0.4129701774143827
1692,0.4844906565727987
1693,0.40376171549516066
1694,0.5059358448397024
1695,0.39455795612842764
1696,0.2773765573898951
1697,0.44111665208188316
1698,0.3711546646288826
1699,0.622631978204183
1701,0.40086921892668065
1702,0.49596859865519227
1703,0.34479674534482313
1705,0.7613985695580029
1706,0.564320559951699
1707,0.48024249707899597
1708,0.5192499496400776
1709,0.4575482682119481
1710,0.3563944565301591
1711,0.49001113196627566
1712,0.4904064451772962
1713,0.3761702577539235
1714,0.5438613357843424
1715,0.6241803476719815
1716,0.4859284399663024
1717,0.4735878886634902
1718,0.6034026380029199
1719,0.6249672041905108
1720,0.5922148856821212
1721,0.4711301724378049
1722,0.5352909418927144
1723,0.5601593647974483
1724,2.2745938768916876
1725,0.7846624962751466
1726,0.7592894036868939
1727,0.401529790521283
1728,1.4380301055482827
1729,0.519455730832054
1730,0.4509148152684496
1731,0.5279768866631379
1732,0.5651602488650378
1733,3.145920188428458
1734,0.44004737310968084
1735,0.46392722824468263
1736,0.6920620063428665
1737,0.7322096765343294
1738,0.5996900073103445
1739,0.5123210930050783
1740,0.557111054738252
1741,1.1239405051299476
1742,0.7318860671061564
1743,0.6300819439984028
1744,0.427625419104077
1745,0.7177266585845616
1746,5.122143594599458
1747,0.5125469404238716
1748,0.39652307821904487
1749,0.6684920504342388
1750,0.7875850823724557
1751,0.708293882851499
1752,0.5153081254025399
1753,0.43615328742831644
1754,0.6202573020483562
1755,0.5388348333146596
1756,0.48073851330091405
1757,0.5581379500070535
1758,0.49681720173343835
1759,0.5747291805414481
1760,0.3725888891209278
1761,0.5110684044836369
1762,0.4361949129788964
1766,0.2202454656362533
1768,0.3442264944314956
1769,0.3465709284775787
1770,0.3766885700573986
1771,0.4323772945494022
1773,0.5033186988903221
1774,0.48068689532264963
1775,0.4604785750858839
1776,0.8671799992407447
1777,0.6617145404854041
1778,0.5710880575975064
1779,0.5656086707550595
1780,1.0886293488945478
1781,0.48078771463055114
1782,0.5173848799646573
1783,0.41378778241388714
1784,0.47157965546226194
1785,0.42006276516873203
1786,0.6252438137844561
1787,0.3693565673704717
1788,0.5145348231834164
1789,0.5934690740734377
1790,0.639915754700874
1791,0.5963827342337551
1792,0.5352743258813563
1793,0.4776588652639914
1794,0.3983011236813864
1795,0.32788239226860255
1796,0.5062529326474697
1797,0.5452284601988301
1798,0.43261432840950753
1799,0.49182393139432845
1800,0.5938572571817732
1801,0.6601831483509301
1802,0.4548078539250145
1803,0.574612155491361
1804,0.5999528044400069
1805,0.6211140956212272
1806,0.39934627020039903
1807,0.7184511713771331
1808,0.7574917059157398
1809,0.9932751589125404
1810,0.8296835925914923
1811,0.6516673723071311
1812,0.7655874134301446
1813,0.6153465167008196
1814,0.6208431456580831
1815,0.4848383607008138
1816,0.6612628956678412
1817,0.49991114455935876
1818,0.5302511248395528
1819,0.4697324925670079
1820,1.2144523056972885
1821,0.54159237708471
1822,0.44843127637979363
1823,0.649147157177956
1824,0.4303590210906246
1825,0.5058033992438371
1826,0.2294577893283632
1827,0.23336075246334068
1831,0.3313261710289048
1833,0.6588524755766356
1835,0.4694145917892456
1837,0.2833634977405135
1838,0.5704554573737679
1839,0.3839207669022346
1846,0.2362881003943986
1852,0.4280498044967067
1853,0.3747978089833176
1856,0.4942326185514547
1857,0.5267181584799476
1858,0.5629541361338712
1859,90.16257582677032
1860,0.7898448955078227
1861,0.47494703661153226
1862,0.5668113224997622
1863,0.9234756897492444
1864,0.4419512160627768
1865,0.7334715568737631
1866,0.56525536977851
1867,0.9213336514502833
1868,0.3646505324975818
1869,0.4312943498999144
1870,0.40321637311235753
1871,0.902768405701941
1872,0.6765222360741677
1873,0.6653959823605574
1874,0.5255014187850047
1875,1.018758266800082
1876,0.5532486262240564
1877,0.509698274047825
1878,0.6122307984992074
1879,0.5531128798561068
1880,0.48211554159249853
1881,0.6060859454890664
1882,1.0899776369298615
1883,4.955797199762983
1884,0.9249651503607896
1885,0.4763322118157929
1886,0.34170479565334133
1887,0.4162721130399659
1888,0.6073752951972212
1889,0.49019880266324106
1890,0.5836662110470359
1892,0.45733899180425647
1893,0.4165917500853539
1894,0.37926346248034193
1895,0.377256556416004
1896,0.5123639575746426
1897,0.5607091072496844
1898,0.5621003398386295
1899,0.4787229038149602
1900,0.5149023384600275
1901,0.46859642365403303
1902,0.24911100044846526
1903,0.4576538421384786
1904,0.7802550020571024
1905,0.4656071341992236
1906,0.45820628225553367
1907,0.4337917215038469
1908,0.45588052978001176
1909,0.4269675947725773
1910,0.42882336930683645
1911,0.599869880392001
1912,0.4825275767609519
1913,0.6492640901727708
1914,0.41815039024160683
1915,0.3227245343113284
1916,0.5303724700334228
1917,0.3236493307768278
1918,0.42925951402189816
1919,0.3796648826276435
1920,0.6324533153640172
1921,0.6648190684425296
1922,2.082227921446804
1923,0.853733182259825
1924,0.5997890581522036
1925,0.5273120152129895
1926,0.5008250923439186
1927,0.603987649121197
1928,0.43820005973453746
1929,0.4312765632650869
1930,0.5757211920106861
1931,0.5257103983476622
1932,0.42772510948599507
1933,0.47470695033012156
1934,0.5393112256475792
1935,0.44944690493272627
1936,0.4222992672802099
1937,0.4293562299761021
1938,0.6237164496354363
1939,0.6136495830450202
1940,0.3994993056609682
1941,9.614871476153017
1942,0.905281135590313
1943,0.6614014331021825
1944,0.42923006198868985
1945,0.5202338359438471
1946,0.5516708212971578
1947,0.3562754615173711
1948,0.43934304844862726
1949,0.7243140638204814
1950,0.6397402100946922
1951,0.5913602362754412
1952,0.5598462875952012
1953,0.35488254228837074
1954,0.48065364954159384
1955,0.557840083280717
1956,0.3503381175338638
1957,0.4556123463177976
1959,0.45020018282595103
1960,0.721693491855098
1961,0.4605473305440349
1962,0.5031686026073151
1963,0.5453345354205875
1964,0.5780620511065394
1965,0.8820529031084912
1966,0.5317538166527088
1967,0.47067371716660605
1968,0.6630313434186267
1969,0.5087003325826986
1970,0.9710319033424258
1971,0.30661659515821016
1972,0.42458067648112774
1973,0.3911594673991203
1974,2.47130252910446
1975,0.4885059913607725
1976,0.5205062798922496
1977,0.5499296676404106
1978,0.4692544961714713
1979,0.4208572209657655
1980,0.8645382256766845
1981,0.5897363326435313
1982,0.527917601495811
1983,0.8672350581854188
1984,0.5515185780991396
1985,0.5127044683616873
1986,0.6672166459340132
1987,0.5713402625639656
1988,0.957283050760776
1989,0.5599331791793781
1990,0.456420678185705
1991,0.3883243484755646
1992,0.5789410796513039
1993,0.4889222667157339
1994,0.45401799450145947
1995,0.5899019838584048
1996,0.9434676608501058
1997,0.7596202477171777
1998,0.3842934678638701
1999,0.3956579034689202
2000,0.5962220187804009
2001,0.37914822523421704
2002,0.32643160943955823
2003,0.640433791083441
2004,0.7534362758312619
2006,0.5326620591903822
2007,0.35548479317014897
2008,0.5415059656978957
2009,0.4307578313620331
2010,0.47239924533597316
2011,0.489932183371705
2012,0.3860920658054809
2013,0.5321287289513339
2014,0.6593634985528725
2015,0.37564020349215044
2016,0.6710751229941168
2017,0.5204063536645792
2018,0.3990231916110982
2019,0.3796110160346764
